__main__: 2020-05-19 03:18:45,964: U 1761 | E 630455 | F 4508160 | FPS 0702 | D 6502 | R:xsmM  0.92  0.09  0.37  1.33 | Rb:xsmM  0.02  0.09  0.00  0.44 | Rv:xsmM  0.90  0.06  0.37  0.99 | S 1.00 | F:xsmM 7.0 4.5 1.0 45.0 | H 0.052 | V 17.325 | pL  0.053 | vL 2.502 | L 1.303 | gN 2.764 | 
__main__: 2020-05-19 03:18:49,645: U 1762 | E 630857 | F 4510720 | FPS 0696 | D 6506 | R:xsmM  0.93  0.07  0.73  1.33 | Rb:xsmM  0.02  0.08  0.00  0.44 | Rv:xsmM  0.91  0.05  0.69  0.99 | S 1.00 | F:xsmM 6.4 3.6 1.0 22.0 | H 0.034 | V 17.313 | pL -0.051 | vL 1.716 | L 0.806 | gN 3.488 | 
__main__: 2020-05-19 03:18:53,297: U 1763 | E 631248 | F 4513280 | FPS 0702 | D 6509 | R:xsmM  0.92  0.09  0.00  1.42 | Rb:xsmM  0.01  0.06  0.00  0.47 | Rv:xsmM  0.91  0.07  0.00  0.99 | S 1.00 | F:xsmM 6.7 4.7 1.0 64.0 | H 0.044 | V 17.313 | pL  0.144 | vL 1.822 | L 1.055 | gN 3.736 | 
__main__: 2020-05-19 03:18:56,967: U 1764 | E 631645 | F 4515840 | FPS 0698 | D 6513 | R:xsmM  0.92  0.07  0.68  1.31 | Rb:xsmM  0.01  0.07  0.00  0.44 | Rv:xsmM  0.91  0.05  0.68  0.99 | S 1.00 | F:xsmM 6.5 3.7 1.0 23.0 | H 0.040 | V 17.339 | pL  0.001 | vL 1.765 | L 0.883 | gN 2.515 | 
__main__: 2020-05-19 03:19:00,610: U 1765 | E 632043 | F 4518400 | FPS 0703 | D 6517 | R:xsmM  0.92  0.07  0.68  1.35 | Rb:xsmM  0.01  0.06  0.00  0.45 | Rv:xsmM  0.91  0.05  0.68  0.99 | S 1.00 | F:xsmM 6.4 3.6 1.0 23.0 | H 0.039 | V 17.361 | pL -0.050 | vL 1.496 | L 0.697 | gN 2.072 | 
__main__: 2020-05-19 03:19:04,287: U 1766 | E 632434 | F 4520960 | FPS 0697 | D 6520 | R:xsmM  0.92  0.07  0.72  1.37 | Rb:xsmM  0.01  0.07  0.00  0.46 | Rv:xsmM  0.91  0.05  0.63  0.99 | S 1.00 | F:xsmM 6.5 3.7 1.0 26.0 | H 0.045 | V 17.305 | pL -0.132 | vL 1.545 | L 0.640 | gN 4.182 | 
__main__: 2020-05-19 03:19:07,918: U 1767 | E 632804 | F 4523520 | FPS 0706 | D 6524 | R:xsmM  0.92  0.08  0.56  1.37 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.91  0.05  0.56  0.99 | S 1.00 | F:xsmM 6.6 3.7 1.0 31.0 | H 0.058 | V 17.186 | pL -0.015 | vL 3.167 | L 1.568 | gN 3.457 | 
__main__: 2020-05-19 03:19:11,562: U 1768 | E 633184 | F 4526080 | FPS 0703 | D 6528 | R:xsmM  0.92  0.09  0.48  1.42 | Rb:xsmM  0.02  0.08  0.00  0.47 | Rv:xsmM  0.90  0.07  0.35  0.99 | S 1.00 | F:xsmM 7.0 4.9 1.0 46.0 | H 0.059 | V 17.072 | pL  0.060 | vL 2.671 | L 1.395 | gN 2.773 | 
__main__: 2020-05-19 03:19:15,186: U 1769 | E 633551 | F 4528640 | FPS 0707 | D 6531 | R:xsmM  0.91  0.08  0.13  1.27 | Rb:xsmM  0.01  0.07  0.00  0.42 | Rv:xsmM  0.90  0.07  0.13  0.99 | S 1.00 | F:xsmM 7.0 5.1 1.0 62.0 | H 0.061 | V 16.966 | pL  0.033 | vL 2.052 | L 1.058 | gN 2.102 | 
__main__: 2020-05-19 03:19:18,815: U 1770 | E 633944 | F 4531200 | FPS 0706 | D 6535 | R:xsmM  0.92  0.07  0.73  1.39 | Rb:xsmM  0.01  0.06  0.00  0.46 | Rv:xsmM  0.91  0.05  0.73  0.99 | S 1.00 | F:xsmM 6.5 3.5 1.0 19.0 | H 0.041 | V 17.365 | pL -0.043 | vL 1.501 | L 0.707 | gN 2.537 | 
__main__: 2020-05-19 03:19:22,406: U 1771 | E 634314 | F 4533760 | FPS 0713 | D 6538 | R:xsmM  0.92  0.08  0.69  1.37 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.90  0.05  0.69  0.99 | S 1.00 | F:xsmM 6.8 3.9 1.0 22.0 | H 0.057 | V 17.229 | pL -0.038 | vL 2.110 | L 1.016 | gN 3.702 | 
__main__: 2020-05-19 03:19:26,067: U 1772 | E 634701 | F 4536320 | FPS 0700 | D 6542 | R:xsmM  0.92  0.09  0.49  1.37 | Rb:xsmM  0.02  0.09  0.00  0.46 | Rv:xsmM  0.90  0.06  0.49  0.99 | S 1.00 | F:xsmM 6.8 4.2 1.0 36.0 | H 0.043 | V 17.416 | pL -0.224 | vL 2.489 | L 1.020 | gN 3.446 | 
__main__: 2020-05-19 03:19:29,695: U 1773 | E 635091 | F 4538880 | FPS 0706 | D 6546 | R:xsmM  0.93  0.09  0.70  1.37 | Rb:xsmM  0.02  0.09  0.00  0.46 | Rv:xsmM  0.91  0.05  0.70  0.99 | S 1.00 | F:xsmM 6.6 3.4 1.0 21.0 | H 0.037 | V 17.499 | pL -0.262 | vL 2.472 | L 0.973 | gN 2.059 | 
__main__: 2020-05-19 03:19:33,363: U 1774 | E 635485 | F 4541440 | FPS 0698 | D 6549 | R:xsmM  0.92  0.07  0.76  1.39 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.91  0.05  0.72  0.99 | S 1.00 | F:xsmM 6.4 3.6 1.0 20.0 | H 0.036 | V 17.421 | pL -0.101 | vL 1.620 | L 0.708 | gN 1.966 | 
__main__: 2020-05-19 03:19:37,064: U 1775 | E 635872 | F 4544000 | FPS 0692 | D 6553 | R:xsmM  0.92  0.07  0.70  1.31 | Rb:xsmM  0.01  0.06  0.00  0.44 | Rv:xsmM  0.91  0.05  0.65  0.99 | S 1.00 | F:xsmM 6.6 3.7 1.0 25.0 | H 0.041 | V 17.301 | pL -0.077 | vL 1.583 | L 0.714 | gN 1.803 | 
__main__: 2020-05-19 03:19:40,712: U 1776 | E 636256 | F 4546560 | FPS 0702 | D 6557 | R:xsmM  0.92  0.07  0.68  1.31 | Rb:xsmM  0.01  0.07  0.00  0.44 | Rv:xsmM  0.90  0.05  0.63  0.99 | S 1.00 | F:xsmM 6.8 3.9 1.0 26.0 | H 0.046 | V 17.242 | pL -0.151 | vL 1.890 | L 0.793 | gN 2.186 | 
__main__: 2020-05-19 03:19:44,344: U 1777 | E 636652 | F 4549120 | FPS 0705 | D 6560 | R:xsmM  0.93  0.08  0.69  1.37 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.91  0.05  0.69  0.99 | S 1.00 | F:xsmM 6.3 3.6 1.0 22.0 | H 0.043 | V 17.441 | pL -0.209 | vL 2.381 | L 0.981 | gN 3.170 | 
__main__: 2020-05-19 03:19:48,003: U 1778 | E 637030 | F 4551680 | FPS 0700 | D 6564 | R:xsmM  0.91  0.08  0.66  1.29 | Rb:xsmM  0.01  0.06  0.00  0.43 | Rv:xsmM  0.90  0.06  0.66  0.99 | S 1.00 | F:xsmM 6.9 4.1 1.0 24.0 | H 0.049 | V 17.074 | pL  0.112 | vL 1.851 | L 1.037 | gN 4.093 | 
__main__: 2020-05-19 03:19:51,574: U 1779 | E 637410 | F 4554240 | FPS 0717 | D 6568 | R:xsmM  0.93  0.09  0.72  1.37 | Rb:xsmM  0.02  0.10  0.00  0.46 | Rv:xsmM  0.90  0.05  0.68  0.99 | S 1.00 | F:xsmM 6.8 3.8 1.0 23.0 | H 0.047 | V 17.422 | pL -0.349 | vL 3.139 | L 1.220 | gN 3.405 | 
__main__: 2020-05-19 03:19:55,166: U 1780 | E 637793 | F 4556800 | FPS 0713 | D 6571 | R:xsmM  0.93  0.09  0.70  1.37 | Rb:xsmM  0.02  0.10  0.00  0.46 | Rv:xsmM  0.91  0.05  0.70  0.99 | S 1.00 | F:xsmM 6.7 3.6 1.0 21.0 | H 0.038 | V 17.579 | pL -0.347 | vL 2.672 | L 0.988 | gN 3.217 | 
__main__: 2020-05-19 03:19:58,830: U 1781 | E 638183 | F 4559360 | FPS 0699 | D 6575 | R:xsmM  0.92  0.07  0.72  1.37 | Rb:xsmM  0.01  0.07  0.00  0.46 | Rv:xsmM  0.91  0.05  0.72  0.99 | S 1.00 | F:xsmM 6.5 3.5 1.0 20.0 | H 0.040 | V 17.399 | pL -0.022 | vL 1.687 | L 0.821 | gN 2.668 | 
__main__: 2020-05-19 03:20:02,470: U 1782 | E 638560 | F 4561920 | FPS 0704 | D 6578 | R:xsmM  0.92  0.08  0.65  1.37 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.91  0.05  0.65  0.99 | S 1.00 | F:xsmM 6.7 3.8 1.0 25.0 | H 0.045 | V 17.392 | pL -0.067 | vL 1.875 | L 0.870 | gN 2.116 | 
__main__: 2020-05-19 03:20:06,060: U 1783 | E 638946 | F 4564480 | FPS 0714 | D 6582 | R:xsmM  0.92  0.07  0.58  1.31 | Rb:xsmM  0.01  0.07  0.00  0.44 | Rv:xsmM  0.90  0.06  0.58  0.99 | S 1.00 | F:xsmM 6.8 4.0 1.0 30.0 | H 0.047 | V 17.317 | pL -0.021 | vL 1.566 | L 0.761 | gN 2.658 | 
__main__: 2020-05-19 03:20:09,714: U 1784 | E 639328 | F 4567040 | FPS 0701 | D 6586 | R:xsmM  0.93  0.09  0.68  1.39 | Rb:xsmM  0.02  0.09  0.00  0.46 | Rv:xsmM  0.91  0.06  0.56  0.99 | S 1.00 | F:xsmM 6.6 4.1 1.0 31.0 | H 0.049 | V 17.378 | pL -0.093 | vL 2.446 | L 1.130 | gN 4.531 | 
__main__: 2020-05-19 03:20:13,399: U 1785 | E 639692 | F 4569600 | FPS 0695 | D 6589 | R:xsmM  0.92  0.08  0.58  1.31 | Rb:xsmM  0.02  0.08  0.00  0.44 | Rv:xsmM  0.90  0.06  0.58  0.99 | S 1.00 | F:xsmM 7.1 4.0 1.0 30.0 | H 0.049 | V 17.297 | pL  0.038 | vL 2.012 | L 1.044 | gN 2.864 | 
__main__: 2020-05-19 03:20:17,081: U 1786 | E 640069 | F 4572160 | FPS 0696 | D 6593 | R:xsmM  0.92  0.07  0.51  1.29 | Rb:xsmM  0.01  0.07  0.00  0.43 | Rv:xsmM  0.91  0.06  0.51  0.99 | S 1.00 | F:xsmM 6.6 4.1 1.0 35.0 | H 0.063 | V 17.212 | pL  0.015 | vL 1.796 | L 0.913 | gN 4.859 | 
__main__: 2020-05-19 03:20:20,752: U 1787 | E 640449 | F 4574720 | FPS 0698 | D 6597 | R:xsmM  0.92  0.07  0.44  1.35 | Rb:xsmM  0.01  0.06  0.00  0.45 | Rv:xsmM  0.90  0.06  0.44  0.99 | S 1.00 | F:xsmM 6.8 3.9 1.0 40.0 | H 0.064 | V 17.118 | pL  0.084 | vL 1.863 | L 1.015 | gN 2.778 | 
__main__: 2020-05-19 03:20:24,320: U 1788 | E 640819 | F 4577280 | FPS 0718 | D 6600 | R:xsmM  0.92  0.10  0.13  1.42 | Rb:xsmM  0.02  0.09  0.00  0.47 | Rv:xsmM  0.90  0.08  0.13  0.99 | S 1.00 | F:xsmM 7.0 5.4 1.0 62.0 | H 0.065 | V 17.314 | pL -0.061 | vL 3.642 | L 1.760 | gN 3.794 | 
__main__: 2020-05-19 03:20:27,923: U 1789 | E 641200 | F 4579840 | FPS 0711 | D 6604 | R:xsmM  0.93  0.09  0.61  1.35 | Rb:xsmM  0.02  0.09  0.00  0.45 | Rv:xsmM  0.91  0.05  0.61  0.99 | S 1.00 | F:xsmM 6.7 3.8 1.0 28.0 | H 0.052 | V 17.398 | pL -0.146 | vL 2.552 | L 1.129 | gN 4.360 | 
__main__: 2020-05-19 03:20:31,547: U 1790 | E 641578 | F 4582400 | FPS 0707 | D 6608 | R:xsmM  0.92  0.08  0.68  1.35 | Rb:xsmM  0.02  0.09  0.00  0.45 | Rv:xsmM  0.90  0.06  0.65  0.99 | S 1.00 | F:xsmM 6.9 3.9 1.0 25.0 | H 0.049 | V 17.374 | pL -0.174 | vL 2.698 | L 1.175 | gN 3.347 | 
__main__: 2020-05-19 03:20:35,140: U 1791 | E 641935 | F 4584960 | FPS 0713 | D 6611 | R:xsmM  0.92  0.08  0.70  1.31 | Rb:xsmM  0.02  0.09  0.00  0.44 | Rv:xsmM  0.90  0.05  0.68  0.99 | S 1.00 | F:xsmM 6.9 3.9 1.0 23.0 | H 0.058 | V 17.519 | pL -0.049 | vL 2.102 | L 1.002 | gN 5.234 | 
__main__: 2020-05-19 03:20:38,769: U 1792 | E 642330 | F 4587520 | FPS 0706 | D 6615 | R:xsmM  0.92  0.08  0.40  1.31 | Rb:xsmM  0.01  0.07  0.00  0.44 | Rv:xsmM  0.91  0.06  0.40  0.99 | S 1.00 | F:xsmM 6.6 4.3 1.0 43.0 | H 0.044 | V 17.382 | pL  0.060 | vL 1.955 | L 1.037 | gN 2.842 | 
__main__: 2020-05-19 03:20:42,390: U 1793 | E 642692 | F 4590080 | FPS 0708 | D 6618 | R:xsmM  0.92  0.08  0.63  1.29 | Rb:xsmM  0.02  0.09  0.00  0.43 | Rv:xsmM  0.90  0.06  0.63  0.99 | S 1.00 | F:xsmM 7.2 4.2 1.0 26.0 | H 0.054 | V 17.326 | pL -0.036 | vL 1.980 | L 0.954 | gN 4.347 | 
__main__: 2020-05-19 03:20:45,966: U 1794 | E 643070 | F 4592640 | FPS 0717 | D 6622 | R:xsmM  0.93  0.08  0.72  1.37 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.91  0.05  0.70  0.99 | S 1.00 | F:xsmM 6.5 3.5 1.0 21.0 | H 0.055 | V 17.446 | pL -0.229 | vL 2.059 | L 0.800 | gN 4.648 | 
__main__: 2020-05-19 03:20:49,598: U 1795 | E 643428 | F 4595200 | FPS 0706 | D 6626 | R:xsmM  0.92  0.10  0.00  1.35 | Rb:xsmM  0.02  0.09  0.00  0.45 | Rv:xsmM  0.90  0.08  0.00  0.99 | S 1.00 | F:xsmM 7.1 5.1 1.0 64.0 | H 0.057 | V 17.378 | pL -0.025 | vL 4.076 | L 2.012 | gN 4.610 | 
__main__: 2020-05-19 03:20:53,207: U 1796 | E 643797 | F 4597760 | FPS 0710 | D 6629 | R:xsmM  0.92  0.09  0.68  1.42 | Rb:xsmM  0.02  0.09  0.00  0.47 | Rv:xsmM  0.90  0.06  0.45  0.99 | S 1.00 | F:xsmM 7.1 4.3 1.0 39.0 | H 0.043 | V 17.438 | pL  0.108 | vL 2.400 | L 1.307 | gN 4.440 | 
__main__: 2020-05-19 03:20:56,844: U 1797 | E 644188 | F 4600320 | FPS 0704 | D 6633 | R:xsmM  0.92  0.08  0.65  1.39 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.91  0.05  0.65  0.99 | S 1.00 | F:xsmM 6.5 3.9 1.0 25.0 | H 0.050 | V 17.386 | pL  0.100 | vL 2.368 | L 1.284 | gN 2.052 | 
__main__: 2020-05-19 03:21:00,459: U 1798 | E 644562 | F 4602880 | FPS 0709 | D 6636 | R:xsmM  0.92  0.09  0.00  1.33 | Rb:xsmM  0.02  0.09  0.00  0.44 | Rv:xsmM  0.90  0.07  0.00  0.99 | S 1.00 | F:xsmM 7.0 4.7 1.0 64.0 | H 0.044 | V 17.430 | pL -0.034 | vL 2.153 | L 1.042 | gN 2.396 | 
__main__: 2020-05-19 03:21:04,127: U 1799 | E 644938 | F 4605440 | FPS 0699 | D 6640 | R:xsmM  0.92  0.08  0.63  1.29 | Rb:xsmM  0.01  0.07  0.00  0.43 | Rv:xsmM  0.91  0.05  0.63  0.99 | S 1.00 | F:xsmM 6.7 3.8 1.0 26.0 | H 0.051 | V 17.441 | pL  0.018 | vL 1.571 | L 0.803 | gN 3.055 | 
__main__: 2020-05-19 03:21:07,714: U 1800 | E 645322 | F 4608000 | FPS 0714 | D 6644 | R:xsmM  0.92  0.08  0.69  1.37 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.90  0.06  0.55  0.99 | S 1.00 | F:xsmM 6.9 3.9 1.0 32.0 | H 0.046 | V 17.403 | pL -0.009 | vL 2.002 | L 0.992 | gN 2.098 | 
__main__: 2020-05-19 03:21:12,663: Return  0.90; not the best model; not saved
__main__: 2020-05-19 03:21:16,289: U 1801 | E 645699 | F 4610560 | FPS 0706 | D 6652 | R:xsmM  0.92  0.06  0.69  1.27 | Rb:xsmM  0.01  0.06  0.00  0.42 | Rv:xsmM  0.91  0.06  0.62  0.99 | S 1.00 | F:xsmM 6.4 4.1 1.0 27.0 | H 0.058 | V 17.298 | pL  0.052 | vL 1.699 | L 0.901 | gN 2.807 | 
__main__: 2020-05-19 03:21:19,872: U 1802 | E 646054 | F 4613120 | FPS 0715 | D 6656 | R:xsmM  0.92  0.10  0.00  1.35 | Rb:xsmM  0.02  0.09  0.00  0.45 | Rv:xsmM  0.90  0.08  0.00  0.99 | S 1.00 | F:xsmM 7.2 5.4 1.0 64.0 | H 0.066 | V 17.085 | pL  0.025 | vL 3.284 | L 1.666 | gN 5.004 | 
__main__: 2020-05-19 03:21:23,448: U 1803 | E 646411 | F 4615680 | FPS 0717 | D 6659 | R:xsmM  0.92  0.10  0.23  1.35 | Rb:xsmM  0.03  0.10  0.00  0.45 | Rv:xsmM  0.90  0.07  0.23  0.99 | S 1.00 | F:xsmM 7.3 4.8 1.0 55.0 | H 0.051 | V 17.426 | pL -0.122 | vL 2.569 | L 1.161 | gN 3.437 | 
__main__: 2020-05-19 03:21:27,080: U 1804 | E 646805 | F 4618240 | FPS 0705 | D 6663 | R:xsmM  0.93  0.10  0.68  1.37 | Rb:xsmM  0.03  0.10  0.00  0.46 | Rv:xsmM  0.91  0.06  0.63  0.99 | S 1.00 | F:xsmM 6.7 4.0 1.0 26.0 | H 0.051 | V 17.616 | pL -0.246 | vL 2.763 | L 1.135 | gN 3.766 | 
__main__: 2020-05-19 03:21:30,639: U 1805 | E 647170 | F 4620800 | FPS 0720 | D 6667 | R:xsmM  0.92  0.08  0.69  1.33 | Rb:xsmM  0.02  0.09  0.00  0.44 | Rv:xsmM  0.90  0.05  0.69  0.99 | S 1.00 | F:xsmM 6.8 3.8 1.0 22.0 | H 0.059 | V 17.626 | pL  0.037 | vL 2.723 | L 1.398 | gN 5.971 | 
__main__: 2020-05-19 03:21:34,317: U 1806 | E 647557 | F 4623360 | FPS 0697 | D 6670 | R:xsmM  0.92  0.09  0.23  1.39 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.91  0.07  0.16  0.99 | S 1.00 | F:xsmM 6.8 4.9 1.0 60.0 | H 0.065 | V 17.299 | pL  0.166 | vL 3.153 | L 1.741 | gN 4.664 | 
__main__: 2020-05-19 03:21:37,984: U 1807 | E 647946 | F 4625920 | FPS 0699 | D 6674 | R:xsmM  0.92  0.09  0.17  1.39 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.91  0.07  0.17  0.99 | S 1.00 | F:xsmM 6.6 4.8 1.0 59.0 | H 0.049 | V 17.418 | pL  0.086 | vL 2.450 | L 1.311 | gN 3.064 | 
__main__: 2020-05-19 03:21:41,590: U 1808 | E 648317 | F 4628480 | FPS 0711 | D 6678 | R:xsmM  0.92  0.08  0.54  1.29 | Rb:xsmM  0.02  0.09  0.00  0.43 | Rv:xsmM  0.90  0.06  0.54  0.99 | S 1.00 | F:xsmM 7.0 4.2 1.0 33.0 | H 0.058 | V 17.417 | pL  0.135 | vL 2.538 | L 1.403 | gN 3.439 | 
__main__: 2020-05-19 03:21:45,198: U 1809 | E 648691 | F 4631040 | FPS 0710 | D 6681 | R:xsmM  0.92  0.08  0.65  1.35 | Rb:xsmM  0.02  0.08  0.00  0.45 | Rv:xsmM  0.91  0.05  0.62  0.99 | S 1.00 | F:xsmM 6.7 3.9 1.0 27.0 | H 0.058 | V 17.540 | pL -0.026 | vL 2.556 | L 1.252 | gN 5.442 | 
__main__: 2020-05-19 03:21:48,839: U 1810 | E 649067 | F 4633600 | FPS 0704 | D 6685 | R:xsmM  0.92  0.08  0.62  1.37 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.91  0.05  0.62  0.99 | S 1.00 | F:xsmM 6.7 3.8 1.0 27.0 | H 0.046 | V 17.491 | pL  0.175 | vL 2.171 | L 1.260 | gN 3.191 | 
__main__: 2020-05-19 03:21:52,442: U 1811 | E 649448 | F 4636160 | FPS 0711 | D 6688 | R:xsmM  0.93  0.09  0.42  1.39 | Rb:xsmM  0.02  0.09  0.00  0.46 | Rv:xsmM  0.91  0.05  0.42  0.99 | S 1.00 | F:xsmM 6.6 3.9 1.0 41.0 | H 0.046 | V 17.407 | pL -0.009 | vL 3.553 | L 1.767 | gN 3.441 | 
__main__: 2020-05-19 03:21:56,059: U 1812 | E 649831 | F 4638720 | FPS 0708 | D 6692 | R:xsmM  0.92  0.10  0.00  1.37 | Rb:xsmM  0.01  0.08  0.00  0.46 | Rv:xsmM  0.90  0.09  0.00  0.99 | S 0.99 | F:xsmM 6.9 5.7 1.0 64.0 | H 0.049 | V 17.235 | pL  0.257 | vL 3.068 | L 1.790 | gN 3.712 | 
__main__: 2020-05-19 03:21:59,667: U 1813 | E 650198 | F 4641280 | FPS 0710 | D 6696 | R:xsmM  0.92  0.08  0.70  1.35 | Rb:xsmM  0.02  0.08  0.00  0.45 | Rv:xsmM  0.90  0.06  0.55  0.99 | S 1.00 | F:xsmM 6.9 4.2 1.0 32.0 | H 0.043 | V 17.442 | pL  0.064 | vL 2.221 | L 1.174 | gN 3.818 | 
__main__: 2020-05-19 03:22:03,296: U 1814 | E 650588 | F 4643840 | FPS 0706 | D 6699 | R:xsmM  0.93  0.08  0.68  1.37 | Rb:xsmM  0.02  0.09  0.00  0.46 | Rv:xsmM  0.91  0.05  0.63  0.99 | S 1.00 | F:xsmM 6.7 3.6 1.0 26.0 | H 0.035 | V 17.468 | pL -0.080 | vL 2.213 | L 1.026 | gN 3.448 | 
__main__: 2020-05-19 03:22:06,947: U 1815 | E 650983 | F 4646400 | FPS 0702 | D 6703 | R:xsmM  0.93  0.09  0.76  1.39 | Rb:xsmM  0.02  0.10  0.00  0.46 | Rv:xsmM  0.91  0.05  0.73  0.99 | S 1.00 | F:xsmM 6.5 3.5 1.0 19.0 | H 0.031 | V 17.739 | pL -0.249 | vL 2.559 | L 1.031 | gN 3.018 | 
__main__: 2020-05-19 03:22:10,574: U 1816 | E 651376 | F 4648960 | FPS 0706 | D 6707 | R:xsmM  0.92  0.07  0.66  1.33 | Rb:xsmM  0.01  0.07  0.00  0.44 | Rv:xsmM  0.91  0.05  0.66  0.99 | S 1.00 | F:xsmM 6.6 3.5 1.0 24.0 | H 0.029 | V 17.479 | pL -0.034 | vL 2.086 | L 1.009 | gN 2.486 | 
__main__: 2020-05-19 03:22:14,159: U 1817 | E 651750 | F 4651520 | FPS 0715 | D 6710 | R:xsmM  0.92  0.07  0.73  1.37 | Rb:xsmM  0.01  0.07  0.00  0.46 | Rv:xsmM  0.91  0.05  0.70  0.99 | S 1.00 | F:xsmM 6.7 3.7 1.0 21.0 | H 0.036 | V 17.334 | pL  0.108 | vL 1.788 | L 1.001 | gN 4.048 | 
__main__: 2020-05-19 03:22:17,825: U 1818 | E 652135 | F 4654080 | FPS 0699 | D 6714 | R:xsmM  0.92  0.08  0.72  1.35 | Rb:xsmM  0.02  0.08  0.00  0.45 | Rv:xsmM  0.91  0.05  0.63  0.99 | S 1.00 | F:xsmM 6.6 3.7 1.0 26.0 | H 0.043 | V 17.508 | pL -0.091 | vL 2.259 | L 1.038 | gN 3.171 | 
__main__: 2020-05-19 03:22:21,429: U 1819 | E 652508 | F 4656640 | FPS 0711 | D 6717 | R:xsmM  0.92  0.08  0.70  1.37 | Rb:xsmM  0.02  0.09  0.00  0.46 | Rv:xsmM  0.90  0.06  0.59  0.99 | S 1.00 | F:xsmM 6.8 4.1 1.0 29.0 | H 0.043 | V 17.410 | pL -0.196 | vL 2.745 | L 1.176 | gN 4.819 | 
__main__: 2020-05-19 03:22:25,065: U 1820 | E 652892 | F 4659200 | FPS 0705 | D 6721 | R:xsmM  0.92  0.07  0.70  1.33 | Rb:xsmM  0.02  0.08  0.00  0.44 | Rv:xsmM  0.91  0.06  0.63  0.99 | S 1.00 | F:xsmM 6.7 4.0 1.0 26.0 | H 0.045 | V 17.472 | pL -0.030 | vL 1.840 | L 0.890 | gN 2.744 | 
__main__: 2020-05-19 03:22:28,638: U 1821 | E 653243 | F 4661760 | FPS 0717 | D 6725 | R:xsmM  0.92  0.08  0.63  1.35 | Rb:xsmM  0.02  0.09  0.00  0.45 | Rv:xsmM  0.90  0.06  0.63  0.99 | S 1.00 | F:xsmM 7.2 4.5 1.0 26.0 | H 0.058 | V 17.220 | pL  0.113 | vL 2.749 | L 1.487 | gN 3.082 | 
__main__: 2020-05-19 03:22:32,229: U 1822 | E 653623 | F 4664320 | FPS 0713 | D 6728 | R:xsmM  0.91  0.07  0.48  1.31 | Rb:xsmM  0.01  0.06  0.00  0.44 | Rv:xsmM  0.90  0.06  0.48  0.99 | S 1.00 | F:xsmM 6.8 4.4 1.0 37.0 | H 0.042 | V 17.349 | pL  0.172 | vL 1.926 | L 1.135 | gN 2.509 | 
__main__: 2020-05-19 03:22:35,874: U 1823 | E 654006 | F 4666880 | FPS 0703 | D 6732 | R:xsmM  0.91  0.07  0.69  1.33 | Rb:xsmM  0.01  0.06  0.00  0.44 | Rv:xsmM  0.90  0.05  0.66  0.99 | S 1.00 | F:xsmM 6.8 3.8 1.0 24.0 | H 0.044 | V 17.318 | pL  0.080 | vL 0.994 | L 0.577 | gN 1.358 | 
__main__: 2020-05-19 03:22:39,491: U 1824 | E 654376 | F 4669440 | FPS 0708 | D 6736 | R:xsmM  0.93  0.09  0.72  1.42 | Rb:xsmM  0.03  0.10  0.00  0.47 | Rv:xsmM  0.90  0.05  0.72  0.99 | S 1.00 | F:xsmM 6.9 3.9 1.0 20.0 | H 0.043 | V 17.529 | pL -0.233 | vL 2.519 | L 1.026 | gN 4.220 | 
__main__: 2020-05-19 03:22:43,121: U 1825 | E 654777 | F 4672000 | FPS 0706 | D 6739 | R:xsmM  0.92  0.08  0.56  1.37 | Rb:xsmM  0.02  0.08  0.00  0.46 | Rv:xsmM  0.91  0.06  0.56  0.99 | S 1.00 | F:xsmM 6.5 4.0 1.0 31.0 | H 0.036 | V 17.443 | pL -0.096 | vL 1.908 | L 0.858 | gN 4.623 | 
__main__: 2020-05-19 03:22:46,718: U 1826 | E 655161 | F 4674560 | FPS 0712 | D 6743 | R:xsmM  0.93  0.08  0.66  1.35 | Rb:xsmM  0.02  0.08  0.00  0.45 | Rv:xsmM  0.91  0.05  0.62  0.99 | S 1.00 | F:xsmM 6.5 3.8 1.0 27.0 | H 0.039 | V 17.472 | pL -0.141 | vL 1.983 | L 0.850 | gN 2.534 | 
__main__: 2020-05-19 03:22:50,356: U 1827 | E 655537 | F 4677120 | FPS 0704 | D 6746 | R:xsmM  0.92  0.08  0.72  1.31 | Rb:xsmM  0.02  0.08  0.00  0.44 | Rv:xsmM  0.91  0.05  0.72  0.99 | S 1.00 | F:xsmM 6.7 3.9 1.0 20.0 | H 0.038 | V 17.281 | pL -0.089 | vL 1.582 | L 0.702 | gN 1.134 | 
